nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT04768062,Study to Assess the Safety and Efficacy of Viltolarsen in Ambulant Boys With DMD (RACER53-X),"Active, not recruiting",Phase 3,['Duchenne Muscular Dystrophy'],['Viltolarsen'],"['Australia' 'Canada' 'Chile' 'China' 'Czechia' 'Greece' 'Italy' 'Japan'
 'Mexico' 'Netherlands' 'New Zealand' 'Norway' 'Russia' 'South Korea'
 'Spain' 'Turkey (Türkiye)' 'United Kingdom']","NS Pharma, Inc.","NS Pharma, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04768426,Serial Circulating Tumor DNA (ctDNA) Monitoring During Adjuvant Capecitabine in Early Triple-negative Breast Cancer,Recruiting,Phase 2,['Triple Negative Breast Cancer' 'Breast Cancer'],['Capecitabine'],['United States'],Stanford University,Stanford University,Global / Multi-Region,2.0,1.0,0.6
NCT04768972,"FUSION: A Study to Evaluate the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of ION363 in Amyotrophic Lateral Sclerosis Participants With Fused in Sarcoma Mutations (FUS-ALS)","Active, not recruiting",Phase 3,['Amyotrophic Lateral Sclerosis'],['ION363' 'Placebo'],"['Belgium' 'Brazil' 'Canada' 'Germany' 'Ireland' 'Italy' 'Japan'
 'Netherlands' 'Poland' 'South Korea' 'Spain' 'Sweden' 'Switzerland'
 'Taiwan' 'United Kingdom' 'United States']","Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04769895,MaaT013 As Salvage Therapy in Ruxolitinib Refractory GI-aGVHD Patients,"Active, not recruiting",Phase 3,['Acute Graft Versus Host Disease in Intestine' 'Steroid Refractory GVHD'],['MaaT013'],['Austria' 'Belgium' 'France' 'Germany' 'Italy' 'Spain'],MaaT Pharma,MaaT Pharma,Global / Multi-Region,4.0,1.0,0.8
NCT04770012,AERIAL Trial: Antiplatelet Therapy in Heart Transplantation,Recruiting,Phase 3,['Cardiac Allograft Vasculopathy' 'Heart Transplant'],['Placebo' 'aspirin' 'Clopidogrel'],['Canada'],Ottawa Heart Institute Research Corporation,Ottawa Heart Institute Research Corporation,Global / Multi-Region,4.0,1.0,0.8
NCT04770025,A Pilot Study of Non-invasive Brain Stimulation to Boost the Efficacy of Psychotherapy in a Community Sample of People Who Drink Alcohol,Recruiting,Phase 2,['Alcohol Use Disorder'],"['High-density transcranial alternating current stimulation'
 'Sham stimulation' 'Motivational interviewing']",['United States'],The Mind Research Network,The Mind Research Network,Global / Multi-Region,2.0,1.0,0.6
NCT04770207,Intra-tumor Injection of Drug-eluting Microspheres With Multiple Drugs,Recruiting,Phase 2,"['Hepatocellular Carcinoma' 'Solid Tumor, Adult']",['Injection of drug-eluting microspheres with multiple drugs into solid tumors'],['China'],Second Affiliated Hospital of Guangzhou Medical University,Second Affiliated Hospital of Guangzhou Medical University,Global / Multi-Region,2.0,1.0,0.6
NCT04770610,Study of OT-101 in Treating Myopia,"Active, not recruiting",Phase 3,"['Myopia, Progressive']",['OT-101 Ophthalmic Solution' 'Vehicle'],['United States'],Ocumension (Hong Kong) Limited,Ocumension (Hong Kong) Limited,Global / Multi-Region,4.0,1.0,0.8
NCT04770753,A Study Evaluating the Efficacy and Safety of Mitapivat in Participants With Non-Transfusion-Dependent Alpha- or Beta-Thalassemia (α- or β-NTDT),"Active, not recruiting",Phase 3,"['Non-Transfusion-dependent Alpha-Thalassemia'
 'Non-Transfusion-dependent Beta-Thalassemia']",['Placebo Matching Mitapivat' 'Mitapivat'],"['Brazil' 'Bulgaria' 'Canada' 'Denmark' 'France' 'Greece' 'Italy'
 'Lebanon' 'Malaysia' 'Netherlands' 'Saudi Arabia' 'Spain' 'Taiwan'
 'Thailand' 'Turkey (Türkiye)' 'United Arab Emirates' 'United Kingdom'
 'United States']","Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04770779,A Study Evaluating the Efficacy and Safety of Mitapivat in Participants With Transfusion-Dependent Alpha- or Beta-Thalassemia (α- or β-TDT),"Active, not recruiting",Phase 3,"['Transfusion-dependent Alpha-Thalassemia'
 'Transfusion-dependent Beta-Thalassemia']",['Placebo Matching Mitapivat' 'Mitapivat'],"['Brazil' 'Bulgaria' 'Canada' 'Denmark' 'France' 'Germany' 'Greece'
 'Italy' 'Lebanon' 'Malaysia' 'Netherlands' 'Saudi Arabia' 'Spain'
 'Taiwan' 'Thailand' 'Turkey (Türkiye)' 'United Arab Emirates'
 'United Kingdom' 'United States']","Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04770896,A Study of Atezolizumab With Lenvatinib or Sorafenib Versus Lenvatinib or Sorafenib Alone in Hepatocellular Carcinoma Previously Treated With Atezolizumab and Bevacizumab,"Active, not recruiting",Phase 3,['Unresectable Hepatocellular Carcinoma'],['Atezolizumab' 'Lenvatinib' 'Sorafenib'],"['Austria' 'Belgium' 'Brazil' 'Bulgaria' 'Canada' 'China' 'Costa Rica'
 'Croatia' 'Egypt' 'Estonia' 'Finland' 'France' 'Germany' 'Greece'
 'Israel' 'Italy' 'Japan' 'Malaysia' 'Philippines' 'Russia' 'Slovenia'
 'South Korea' 'Spain' 'Switzerland' 'Taiwan' 'Thailand'
 'Turkey (Türkiye)' 'United Kingdom']",Hoffmann-La Roche,Hoffmann-La Roche,Global / Multi-Region,4.0,1.0,0.8
NCT04771520,Avapritinib for the Treatment of CKIT or PDGFRA Mutation-Positive Locally Advanced or Metastatic Malignant Solid Tumors,Recruiting,Phase 2,"['Anatomic Stage IV Breast Cancer AJCC v8'
 'Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Locally Advanced Malignant Solid Neoplasm' 'Locally Advanced Melanoma'
 'Locally Advanced Primary Malignant Central Nervous System Neoplasm'
 'Locally Advanced Sarcoma' 'Metastatic Malignant Solid Neoplasm'
 'Metastatic Melanoma'
 'Metastatic Primary Malignant Central Nervous System Neoplasm'
 'Metastatic Sarcoma'
 'Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8'
 'Prognostic Stage IIIC Breast Cancer AJCC v8'
 'Prognostic Stage IV Breast Cancer AJCC v8'
 'Stage IIIC Colorectal Cancer AJCC v8' 'Stage IIIC Lung Cancer AJCC v8'
 'Stage IV Colorectal Cancer AJCC v8' 'Stage IV Lung Cancer AJCC v8'
 'Stage IVA Colorectal Cancer AJCC v8' 'Stage IVA Lung Cancer AJCC v8'
 'Stage IVB Colorectal Cancer AJCC v8' 'Stage IVB Lung Cancer AJCC v8'
 'Stage IVC Colorectal Cancer AJCC v8']",['Avapritinib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT04772079,"A Study to Evaluate the Drug Levels, Efficacy and Safety of Deucravacitinib in Pediatric Participants With Moderate to Severe Plaque Psoriasis",Recruiting,Phase 3,['Plaque Psoriasis'],['Deucravacitinib' 'Placebo matching deucravacitinib'],"['Argentina' 'Australia' 'Brazil' 'Canada' 'France' 'Germany' 'Japan'
 'Mexico' 'Poland' 'Romania' 'South Korea' 'Spain' 'United Kingdom']",Bristol-Myers Squibb,Bristol-Myers Squibb,Global / Multi-Region,4.0,1.0,0.8
NCT04772222,Dexmedetomidine Use in Infants Undergoing Cooling Due to Neonatal Encephalopathy (DICE Trial),"Active, not recruiting",Phase 2,['Hypoxic-Ischemic Encephalopathy' 'Pain'],['Dexmedetomidine Hydrochloride' 'Morphine Sulfate'],['United States'],University of Utah,University of Utah,Global / Multi-Region,2.0,1.0,0.6
NCT04773366,A Prospective Study for the Treatment of Children With Newly Diagnosed LCH Using a Cytarabine Contained Protocol,Recruiting,Phase 3,['Langerhans Cell Histiocytosis'],"['Prednisone+Cytarabine+vincristine'
 'Prednisone+Cytarabine+vincristine+Mercaptopurine'
 'Prednisone+Cytarabine+vincristine+Mercaptopurine'
 'Prednisone+Cytarabine+vincristine'
 'Prednisone+vincristine+Mercaptopurine' 'Prednisone+vincristine'
 'Prednisone+vincristine' 'Local therapy']",['China'],Shanghai Children's Medical Center,Shanghai Children's Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT04774159,Low Dose ColchicinE in pAtients With Peripheral Artery DiseasE to Address Residual Vascular Risk,Recruiting,Phase 3,"['Peripheral Arterial Disease' 'Atherosclerosis of Extremities'
 'Inflammation']",['Colchicine 0.5 MG Oral Tablet' 'Colchicine-Placebo'],['Canada' 'Switzerland'],Population Health Research Institute,Population Health Research Institute,Global / Multi-Region,4.0,1.0,0.8
NCT04774419,Radiation and TSR-042 (Dostarlimab) in People With Endometrial Cancer After They Receive Surgery,Recruiting,Phase 2,['Endometrial Cancer'],"['Intensity modulated radiation therapy (IMRT)' 'Dostarlimab'
 'Hypofractionated IMRT']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT04775082,SCALE KIDS: Research Study to Look at How Well a New Medicine is at Lowering Weight in Children With Obesity,"Active, not recruiting",Phase 3,['Obesity'],['Liraglutide' 'Placebo'],"['Belgium' 'India' 'Israel' 'Malaysia' 'Mexico' 'Portugal' 'Russia'
 'Switzerland' 'United States']",Novo Nordisk A/S,Novo Nordisk A/S,Global / Multi-Region,4.0,1.0,0.8
NCT04775381,Total Post-thyroidectomy Hypocalcemia After Preoperative Cholecalciferol Supplementation,Recruiting,Phase 3,['Hypocalcemia'],['Vitamin D'],['France'],Hôpital NOVO,Hôpital NOVO,Global / Multi-Region,4.0,1.0,0.8
NCT04775485,A Study to Evaluate Tovorafenib in Pediatric and Young Adult Participants With Relapsed or Progressive Low-Grade Glioma and Advance Solid Tumors,Recruiting,Phase 2,['Low-grade Glioma' 'Advanced Solid Tumor'],['Tovorafenib'],"['Australia' 'Canada' 'Denmark' 'Germany' 'Israel' 'Netherlands'
 'Singapore' 'South Korea' 'Switzerland' 'United Kingdom' 'United States']","Day One Biopharmaceuticals, Inc.","Day One Biopharmaceuticals, Inc.",Global / Multi-Region,2.0,1.0,0.6
NCT04775550,DARA RVD For High Risk SMM,"Active, not recruiting",Phase 2,['High-risk Smoldering Multiple Myeloma' 'Multiple Myeloma'],['Daratumumab' 'Bortezomib' 'Lenalidomide' 'Dexamethasone'],['United States'],"Omar Nadeem, MD","Omar Nadeem, MD",Global / Multi-Region,2.0,1.0,0.6
NCT04775706,"Phase 2 Study to Assess the Safety, PK, and PD of Sonefpeglutide (HM15912) in SBS-IF Subjects",Recruiting,Phase 2,['Short Bowel Syndrome'],['HM15912 Active' 'Placebo'],"['Belgium' 'Denmark' 'France' 'Germany' 'Poland' 'South Korea'
 'United States']",Hanmi Pharmaceutical Company Limited,Hanmi Pharmaceutical Company Limited,Global / Multi-Region,2.0,1.0,0.6
NCT04776252,"Open-label, Follow-up of Doravirine/Islatravir (DOR/ISL 100 mg/0.75mg) for Participants With Human Immunodeficiency Virus-1 (HIV-1) Infection (MK-8591A-033)","Active, not recruiting",Phase 3,['HIV-1 Infection'],['MK-8591A'],"['Australia' 'Canada' 'Chile' 'Colombia' 'France' 'Germany' 'Italy'
 'Japan' 'New Zealand' 'Poland' 'Russia' 'South Africa' 'Spain'
 'Switzerland' 'United Kingdom' 'United States']",Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC,Global / Multi-Region,4.0,1.0,0.8
NCT04776395,Iberdomide Alone or in Combination With Dexamethasone for the Treatment of Intermediate- or High-Risk Smoldering Multiple Myeloma,Recruiting,Phase 2,['Smoldering Plasma Cell Myeloma'],['Dexamethasone' 'Iberdomide Hydrochloride' 'Quality-of-Life Assessment'],['United States'],Emory University,Emory University,Global / Multi-Region,2.0,1.0,0.6
NCT04776447,Atezolizumab Plus Induction Chemotherapy Plus CT-radiotherapy. (APOLO),"Active, not recruiting",Phase 2,"['Lung Diseases' 'Carcinoma, Non-Small-Cell Lung'
 'Stage IIIA Non-small Cell Lung Cancer'
 'Stage IIIB Non-small Cell Lung Cancer' 'Respiratory Tract Neoplasms'
 'Carcinoma Bronchiogenic Stage III' 'Thoracic Neoplasms']",['Carboplatin' 'Placlitaxel' 'Atezolizumab'],['Spain'],Fundación GECP,Fundación GECP,Global / Multi-Region,2.0,1.0,0.6
NCT04776525,Sequential Neoadjuvant Chemotherapy in Soft Tissue Sarcoma,Recruiting,Phase 2,['Soft Tissue Sarcoma'],['Ifosfamide' 'Doxorubicin'],['Norway'],Oslo University Hospital,Oslo University Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT04776590,Chemoradiotherapy Plus Immunotherapy Followed by Surgery for Esophageal Cancer,"Active, not recruiting",Phase 2,['Esophagus Cancer' 'Neoadjuvant Therapy'],['Tislelizumab'],['China'],"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Global / Multi-Region,2.0,1.0,0.6
NCT04776655,Study in mCRC Patients RAS/BRAF wt Tissue and RAS Mutated LIquid BIopsy to Compare FOLFIRI Plus CetuxiMAb or BevacizumaB,Recruiting,Phase 3,['Colorectal Cancer' 'Metastatic Colorectal Cancer' 'RAS Mutation'],['Bevacizumab' 'Cetuximab' '5-FU' 'Irinotecan' 'Calcium levofolinate'],['Italy'],Azienda USL Reggio Emilia - IRCCS,Azienda USL Reggio Emilia - IRCCS,Global / Multi-Region,4.0,1.0,0.8
NCT04776993,A Conservative vs an Ablative Approach for Treatment of Hyperthyroidism in Patients With Graves' Orbitopathy,Recruiting,Phase 3,"[""Graves' Orbitopathy""]",['Methimazole' 'Radioiodine or thyroidectomy'],['Italy'],University of Pisa,University of Pisa,Global / Multi-Region,4.0,1.0,0.8
NCT04777045,Efficacy of Diltiazem to Improve Coronary Microvascular Dysfunction: a Randomized Clinical Trial,"Active, not recruiting",Phase 3,"['Microvascular Angina' 'Coronary Vasospasm'
 'Microvascular Ischemia of Myocardium']",['Diltiazem Hydrochloride' 'Placebo'],['Netherlands'],Radboud University Medical Center,Radboud University Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT04777071,An Investigational Scan (68Ga-PSMA-11 PET) for the Imaging of Prostate Cancer,Recruiting,Phase 2,"['Biochemically Recurrent Prostate Carcinoma'
 'Metastatic Castration-Resistant Prostate Carcinoma'
 'Prostate Adenocarcinoma' 'Stage IIC Prostate Cancer AJCC v8'
 'Stage III Prostate Cancer AJCC v8' 'Stage IVB Prostate Cancer AJCC v8']","['Computed Tomography' 'Gallium Ga 68 Gozetotide'
 'Positron Emission Tomography' 'Magnetic Resonance Imaging' 'Bone Scan'
 'Electronic Health Record Review']",['United States'],University of Washington,University of Washington,Global / Multi-Region,2.0,1.0,0.6
NCT04777084,The Efficacy and Safety of the Bispecific Anti-PD-1/PD-L1 Antibody IBI318 Combined with Lenvatinib in NSCLC.,Recruiting,Phase 2,['Non-Small Cell Lung Cancer'],['IBI318'],['China'],Hunan Province Tumor Hospital,Hunan Province Tumor Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT04777331,A Study to Evaluate the Efficacy and Safety of Intravenous Prasinezumab in Participants With Early Parkinson's Disease,"Active, not recruiting",Phase 2,['Parkinsons Disease'],['Prasinezumab' 'Placebo'],"['Austria' 'Canada' 'France' 'Italy' 'Luxembourg' 'Poland' 'Spain'
 'United Kingdom' 'United States']",Hoffmann-La Roche,Hoffmann-La Roche,Global / Multi-Region,2.0,1.0,0.6
NCT04777357,A Study to Assess Change in Disease Activity and Adverse Events (AEs) With Cariprazine in the Treatment of Depressive Episodes in Pediatric Participants Participants (10 to 17 Years of Age) With Bipolar I Disorder.,Recruiting,Phase 3,['Depression' 'Bipolar I Disorder'],['Cariprazine' 'Placebo'],['Puerto Rico' 'Russia' 'United States'],AbbVie,AbbVie,Global / Multi-Region,4.0,1.0,0.8
NCT04777396,A Research Study Investigating Semaglutide in People With Early Alzheimer's Disease (EVOKE),"Active, not recruiting",Phase 3,"[""Early Alzheimer's Disease""]",['Semagludtide' 'Placebo (semaglutide)'],"['Argentina' 'Australia' 'Austria' 'Belgium' 'Brazil' 'Bulgaria' 'Canada'
 'Czechia' 'Denmark' 'Finland' 'France' 'Germany' 'Greece' 'Hungary'
 'Ireland' 'Israel' 'Italy' 'Japan' 'Mexico' 'Netherlands' 'Norway'
 'Poland' 'Portugal' 'Romania' 'Russia' 'Serbia' 'Slovakia' 'Slovenia'
 'South Africa' 'South Korea' 'Spain' 'Sweden' 'Switzerland'
 'Turkey (Türkiye)' 'Ukraine' 'United Kingdom' 'United States']",Novo Nordisk A/S,Novo Nordisk A/S,Global / Multi-Region,4.0,1.0,0.8
NCT04777409,A Research Study Investigating Semaglutide in People With Early Alzheimer's Disease (EVOKE Plus),"Active, not recruiting",Phase 3,['Early Alzheimer´s Disease'],['Semaglutide' 'Placebo (semaglutide)'],"['Argentina' 'Australia' 'Austria' 'Belgium' 'Brazil' 'Bulgaria' 'Canada'
 'China' 'Croatia' 'Czechia' 'Denmark' 'Finland' 'France' 'Germany'
 'Greece' 'Hungary' 'Ireland' 'Israel' 'Italy' 'Japan' 'Netherlands'
 'Poland' 'Portugal' 'Romania' 'Russia' 'Serbia' 'Slovakia' 'Slovenia'
 'South Africa' 'South Korea' 'Spain' 'Sweden' 'Switzerland' 'Taiwan'
 'Turkey (Türkiye)' 'Ukraine' 'United Kingdom' 'United States']",Novo Nordisk A/S,Novo Nordisk A/S,Global / Multi-Region,4.0,1.0,0.8
NCT04777656,Use of Crohn's Disease Exclusion Diet on Top of Standard Therapy Versus Standard Therapy Alone in Unstable Pediatric Crohn's Disease Patients.,Recruiting,Phase 3,"[""Crohn's Disease""]",['Phase1 : CDED/Modulen™IBD® + Maintenance therapy' 'Phase2 and 3 :'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,4.0,1.0,0.8
NCT04777851,Regorafenib-pembrolizumab vs. TACE/TARE in Intermediate Stage HCC Beyond Up-to-7,"Active, not recruiting",Phase 3,"['Carcinoma, Hepatocellular']",['Regorafenib in combination with pembrolizumab' 'Loco-regional therapy'],"['Belgium' 'France' 'Georgia' 'Germany' 'Hong Kong' 'Italy' 'Romania'
 'Serbia' 'South Korea' 'Spain' 'Taiwan' 'Turkey (Türkiye)'
 'United States']",Translational Research in Oncology,Translational Research in Oncology,Global / Multi-Region,4.0,1.0,0.8
NCT04778046,Pulmonary Hypertension SOLAR,Recruiting,Phase 2,['Interstitial Lung Disease' 'COPD' 'Pulmonary Arterial Hypertension'],['Hyperpolarized 129Xe'],['United States'],Bastiaan Driehuys,Bastiaan Driehuys,Global / Multi-Region,2.0,1.0,0.6
NCT04778579,Study of the Infusion of ARI-0001 Cells in Patients With CD19 + Acute Lymphoid Leukemia Resistant or Refractory to Therapy,"Active, not recruiting",Phase 2,['Acute Lymphoid Leukemia'],['ARI-0001 cells'],['Spain'],Sara V. Latorre,Sara V. Latorre,Global / Multi-Region,2.0,1.0,0.6
NCT04778956,Toripalimab Plus Surgery vs Surgery Alone for Resectable Recurrent Nasopharyngeal Carcinoma,Recruiting,Phase 3,['Nasopharyngeal Carcinoma' 'PD-1' 'Surgery'],['Toripalimab' 'salvage surgery'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,4.0,1.0,0.8
NCT04779216,Effects of Romosozumab on Bone Density in Women with Anorexia Nervosa,"Active, not recruiting",Phase 3,"['Bone Density, Low' 'Bone Loss' 'Anorexia Nervosa' 'Eating Disorders']",['Romosozumab Prefilled Syringe' 'Placebo' 'Alendronate 70Mg Tab'],['United States'],"Karen Klahr Miller, MD","Karen Klahr Miller, MD",Global / Multi-Region,4.0,1.0,0.8
NCT04779320,A Study of Vedolizumab in Children and Teenagers With Moderate to Severe Crohn's Disease (CD),Recruiting,Phase 3,"[""Crohn's Disease (CD)""]",['Vedolizumab IV'],"['Australia' 'Belgium' 'Canada' 'China' 'Croatia' 'Czechia' 'Greece'
 'Hungary' 'Israel' 'Italy' 'Japan' 'Lithuania' 'Poland' 'Slovakia'
 'South Korea' 'Spain' 'United Kingdom' 'United States']",Takeda,Takeda,Global / Multi-Region,4.0,1.0,0.8
NCT04779554,Flat Dose vs. Weight-based IP Chemotherapy for CRS/HIPEC,Recruiting,Phase 2,['Peritoneal Carcinomatosis'],"['Mitomycin C, flat dose 40 mg'
 'Mitomycin C, weight-based dose 12.5 mg/m2']",['United States'],Prakash Pandalai,Prakash Pandalai,Global / Multi-Region,2.0,1.0,0.6
NCT04779645,Effects of GRA in Patients With Type 1,"Active, not recruiting",Phase 2,['Type 1 Diabetes'],['REMD-477' 'Placebo'],['United States'],"University of California, San Diego","University of California, San Diego",Global / Multi-Region,2.0,1.0,0.6
NCT04779957,Evaluation of the Safety of Use of Anti-IL6 Receptor Antibodies to Reduce Allo-sensitization Post Allograft Nephrectomy,Recruiting,Phase 2,['Kidney Transplantation' 'Graft Failure'],['Tocilizumab'],['France'],"University Hospital, Toulouse","University Hospital, Toulouse",Global / Multi-Region,2.0,1.0,0.6
NCT04781088,"Lenvatinib, Pembrolizumab, and Paclitaxel for Treatment of Recurrent Endometrial, Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","Active, not recruiting",Phase 2,"['Platinum-Resistant Fallopian Tube Carcinoma'
 'Platinum-Resistant Ovarian Carcinoma'
 'Platinum-Resistant Primary Peritoneal Carcinoma'
 'Recurrent Endometrial Carcinoma' 'Recurrent Fallopian Tube Carcinoma'
 'Recurrent Ovarian Carcinoma' 'Recurrent Primary Peritoneal Carcinoma']",['Lenvatinib' 'Paclitaxel' 'Pembrolizumab'],['United States'],"Floor Backes, MD","Floor Backes, MD",Global / Multi-Region,2.0,1.0,0.6
NCT04781270,mFOLFOXIRI+Bev vs. mFOLFOX6+Bev for RAS Mutant Unresectable Colorectal Liver-limited Metastases,Recruiting,Phase 3,['Colorectal Carcinoma' 'Liver Metastases'],['mFOLFOXIRI regimen' 'mFOLFOX regimen' 'Bevacizumab'],['China'],Fudan University,Fudan University,Global / Multi-Region,4.0,1.0,0.8
NCT04782258,A Study to See Iftolvaptan is Safe in Infants and Children Who at Enrollment Are 28 Days to Less Than 18 Years Old withAutosomal Recessive Polycystic Kidney Disease (ARPKD),Recruiting,Phase 3,['Autosomal Recessive Polycystic Kidney (ARPKD)'],['Tolvaptan Suspension' 'Tolvaptan Tablets'],['Belgium' 'Germany' 'Poland' 'Spain' 'United Kingdom' 'United States'],"Otsuka Pharmaceutical Development & Commercialization, Inc.","Otsuka Pharmaceutical Development & Commercialization, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04782687,Study of Selinexor Plus DRd for Newly Diagnosed Multiple Myeloma,"Active, not recruiting",Phase 2,"['Multiple Myeloma' 'Myeloma Multiple' 'Kahler Disease'
 'Myeloma, Plasma Cell' 'Myeloma-Multiple' 'Myelomatosis'
 'Plasma Cell Myeloma']",['Selinexor' 'Dexamethasone Oral' 'Daratumumab' 'Lenalidomide'],['United States'],US Oncology Research,US Oncology Research,Global / Multi-Region,2.0,1.0,0.6
NCT04782947,Epidural Stimulation and Resistance Training After SCI,Recruiting,Phase 2/Phase 3,['Spinal Cord Injuries'],"['Exoskeletal assisted walking' 'Epidural Stimulation'
 'Resistance Training' 'delayed-ES' 'no-Resistance training']",['United States'],United States Department of Defense,United States Department of Defense,Global / Multi-Region,3.0,1.0,0.7
NCT04783415,"Acalabrutinib, Umbralisib, and Ublituximab for the Treatment of Previously Untreated Mantle Cell Lymphoma","Active, not recruiting",Phase 2,['Mantle Cell Lymphoma'],['Acalabrutinib' 'Ublituximab' 'Umbralisib'],['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT04784247,Lenvatinib and Pembrolizumab in People With Advanced Soft Tissue Sarcoma,"Active, not recruiting",Phase 2,['Advanced Sarcoma'],['Lenvatinib' 'Pembrolizumab'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT04784416,Transcranial Photobiomodulation for Alzheimer's Disease (TRAP-AD),Recruiting,Phase 2,['Mild Cognitive Impairment' 'Alzheimer Disease'],['Active tPBM-2.0' 'Sham tPBM-2.0' '18F-MK-6240'],['United States'],NYU Langone Health,NYU Langone Health,Global / Multi-Region,2.0,1.0,0.6
NCT04784715,"Trastuzumab Deruxtecan (T-DXd) With or Without Pertuzumab Versus Taxane, Trastuzumab and Pertuzumab in HER2-positive Metastatic Breast Cancer (DESTINY-Breast09)","Active, not recruiting",Phase 3,['Breast Cancer; HER2-positive; Metastatic'],['Trastuzumab deruxtecan' 'Placebo' 'Taxane' 'Pertuzumab' 'Trastuzumab'],"['Argentina' 'Belgium' 'Brazil' 'Canada' 'China' 'Denmark' 'France'
 'Germany' 'Hungary' 'India' 'Israel' 'Italy' 'Japan' 'Mexico' 'Peru'
 'Philippines' 'Romania' 'Russia' 'Saudi Arabia' 'South Africa'
 'South Korea' 'Spain' 'Sweden' 'Taiwan' 'Turkey (Türkiye)'
 'United Kingdom' 'United States']",AstraZeneca,AstraZeneca,Global / Multi-Region,4.0,1.0,0.8
NCT04786028,A Study of Isatuximab Added to Standard CyBorD Induction and Lenalidomide Maintenance Treatments in ND-TEMM,"Active, not recruiting",Phase 2,['Multiple Myeloma'],['Isatuximab'],['Canada'],Canadian Myeloma Research Group,Canadian Myeloma Research Group,Global / Multi-Region,2.0,1.0,0.6
NCT04786093,Durvalumab and Stereotactic Radiotherapy for Advanced NSCLC,"Active, not recruiting",Phase 2,['Non Small Cell Lung Cancer'],['Stereotactic radiation therapy' 'Durvalumab'],['United States'],University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT04786223,Targeting Neuroinflammation as a Contributing Pathology in Alzheimer's Disease Dementia,Enrolling by invitation,Phase 2,['Alzheimer Disease'],['C-11 ER-176' 'Blood Test'],['United States'],Val Lowe,Val Lowe,Global / Multi-Region,2.0,1.0,0.6
NCT04786262,"A Safety, Tolerability, and Efficacy Study of VX-880 in Participants With Type 1 Diabetes",Recruiting,Phase 3,"['Diabetes Mellitus, Type 1' 'Impaired Hypoglycemic Awareness'
 'Severe Hypoglycemia']",['VX-880'],"['Canada' 'France' 'Germany' 'Italy' 'Netherlands' 'Norway' 'Saudi Arabia'
 'Switzerland' 'United Kingdom' 'United States']",Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated,Global / Multi-Region,4.0,1.0,0.8
