nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT03040973,Study to Allow Patients Previously Participating in a Novartis Sponsored Trial to Continue Receiving Capmatinib Treatment as Single Agent or in Combination With Other Treatments or the Combination Treatment Alone,"Active, not recruiting",Phase 2,['Advanced Solid Tumors Which Are cMET-dependent'],['Capmatinib' 'Nazartinib' 'Gefitinib' 'Osimertinib'],"['Belgium' 'Canada' 'China' 'Denmark' 'France' 'Germany' 'Italy'
 'Singapore' 'South Korea' 'Spain' 'United States']",Novartis Pharmaceuticals,Novartis Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6
NCT03046862,Durvalumab(MEDI4736)/Tremelimumab in Combination With Gemcitabine/Cisplatin in Chemotherapy-naïve Biliary Tract Cancer,"Active, not recruiting",Phase 2,['Biliary Tract Neoplasms'],['Durvalumab' 'Tremelimumab' 'Gemcitabine' 'Cisplatin'],['South Korea'],Seoul National University Hospital,Seoul National University Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT03047135,"Olaparib in Men With High-Risk Biochemically-Recurrent Prostate Cancer Following Radical Prostatectomy, With Integrated Biomarker Analysis","Active, not recruiting",Phase 2,['Prostate'],['Olaparib'],['United States'],Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Global / Multi-Region,2.0,1.0,0.6
NCT03047213,Sapanisertib in Treating Patients With Locally Advanced or Metastatic Bladder Cancer With TSC1 and/or TSC2 Mutations,"Active, not recruiting",Phase 2,"['Locally Advanced Bladder Urothelial Carcinoma'
 'Metastatic Transitional Cell Carcinoma'
 'Metastatic Urothelial Carcinoma' 'Recurrent Bladder Carcinoma'
 'Stage III Bladder Urothelial Carcinoma AJCC v6 and v7'
 'Stage IV Bladder Urothelial Carcinoma AJCC v7']",['Sapanisertib'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT03047265,Concurrent Chemoradiotherapy in Patients With Locoregionally Advanced Nasopharyngeal Carcinoma,"Active, not recruiting",Phase 2,['Nasopharyngeal Carcinoma'],['Paclitaxel' 'Cisplatin'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,2.0,1.0,0.6
NCT03054896,A Phase II Study of Venetoclax in Combination With Dose-adjusted EPOCH-R or R-CHOP for Patients With Richter's Syndrome,"Active, not recruiting",Phase 2,['Richter Syndrome'],['Venetoclax' 'DA-EPOCH-R' 'R-CHOP'],['United States'],Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,Global / Multi-Region,2.0,1.0,0.6
NCT03055247,"Combination of Ibuprofen, G-CSF and Plerixafor as Stem Cells Mobilization Regimen in Patients Affected by X-CGD",Recruiting,Phase 2,['Chronic Granulomatous Disease X-linked (X-CGD)'],['Ibuprofen' 'Myelostim' 'Mozobil'],['Italy'],IRCCS San Raffaele,IRCCS San Raffaele,Global / Multi-Region,2.0,1.0,0.6
NCT03057106,Durvalumab and Tremelimumab ± Platinum-Based Chemotherapy in Patients With Metastatic Squamous or Non-Squamous NSCLC,"Active, not recruiting",Phase 2,['Lung Cancer Metastatic'],['Durvalumab' 'Tremelimumab' 'Platinum-Based Drug'],['Australia' 'Canada'],Canadian Cancer Trials Group,Canadian Cancer Trials Group,Global / Multi-Region,2.0,1.0,0.6
NCT03057795,Nivolumab & Brentuximab Vedotin Consolidation After Autologous SCT in Patients With High-Risk Classical Hodgkin Lymphoma,"Active, not recruiting",Phase 2,"['Classic Hodgkin Lymphoma' 'Recurrent Hodgkin Lymphoma'
 'Refractory Hodgkin Lymphoma']",['Brentuximab Vedotin' 'Laboratory Biomarker Analysis' 'Nivolumab'],['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT03061539,Nivolumab and Ipilimumab Treatment in Prostate Cancer With an Immunogenic Signature,"Active, not recruiting",Phase 2,['Prostate Cancer'],['Nivolumab & Ipilimumab'],['United Kingdom'],"University College, London","University College, London",Global / Multi-Region,2.0,1.0,0.6
NCT03066206,Poziotinib in EGFR Exon 20 Mutant Advanced NSCLC,"Active, not recruiting",Phase 2,"['EGFR Exon 20 Mutation' 'ERBB2 Gene Mutation'
 'Recurrent Lung Non-Small Cell Carcinoma'
 'Stage IV Non-Small Cell Lung Cancer AJCC v7']",['Poziotinib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03068442,The Role of Large Artery Plaque Imaging Features in Predicting Inflammation and Cognition,"Active, not recruiting",Phase 2,['Cognitive Impairment' 'Carotid Artery Plaque' 'Inflammation'],['Imaging with flutemetamol F 18 PET/CT'],['United States'],Scott Mcnally,Scott Mcnally,Global / Multi-Region,2.0,1.0,0.6
NCT03069326,A Clinical Study to Test the Effects of Ruxolitinib And Thalidomide Combination for Patients With Myelofibrosis,"Active, not recruiting",Phase 2,['Myelofibrosis'],['Ruxolitinib' 'Thalidomide'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03069378,A Study of Talimogene Laherparepvec (T-VEC) in Combination With Pembrolizumab in Patients With Metastatic and/or Locally Advanced Sarcoma,"Active, not recruiting",Phase 2,['Sarcoma' 'Epithelioid Sarcoma' 'Cutaneous Angiosarcoma'],['Talimogene Laherparepvec (T-VEC)' 'Pembrolizumab'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03070366,Stereotactic Radiotherapy Combined With Chemotherapy or Not for Treatment of Oligometastases in HNSCC,"Active, not recruiting",Phase 2,['Head and Neck Squamous Cell Carcinoma'],['Chemotherapy' 'Stereotactic radiotherapy'],['France'],Groupe Oncologie Radiotherapie Tete et Cou,Groupe Oncologie Radiotherapie Tete et Cou,Global / Multi-Region,2.0,1.0,0.6
NCT03070392,Safety and Efficacy of IMCgp100 Versus Investigator Choice in Advanced Uveal Melanoma,"Active, not recruiting",Phase 2,['Uveal Melanoma'],['IMCgp100' 'Dacarbazine' 'Ipilimumab' 'Pembrolizumab'],"['Australia' 'Belgium' 'Canada' 'France' 'Germany' 'Italy' 'Netherlands'
 'Poland' 'Russia' 'Spain' 'Switzerland' 'Ukraine' 'United Kingdom'
 'United States']",Immunocore Ltd,Immunocore Ltd,Global / Multi-Region,2.0,1.0,0.6
NCT03071406,Randomized Study of Nivolumab+Ipilimumab+/- SBRT for Metastatic Merkel Cell Carcinoma,"Active, not recruiting",Phase 2,['Merkel Cell Carcinoma' 'Skin Cancer'],['Nivolumab' 'Ipilimumab' 'Stereotactic Body Radiation Therapy (SBRT)'],['United States'],H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,Global / Multi-Region,2.0,1.0,0.6
NCT03073785,Hypofractionated Stereotactic Body Radiation & Fluorouracil or Capecitabine for Locally Advanced Pancreatic Cancer,"Active, not recruiting",Phase 2,"['Pancreatic Adenocarcinoma' 'Recurrent Pancreatic Carcinoma'
 'Stage I Pancreatic Cancer AJCC v6 and v7'
 'Stage IA Pancreatic Cancer AJCC v6 and v7'
 'Stage IB Pancreatic Cancer AJCC v6 and v7'
 'Stage II Pancreatic Cancer AJCC v6 and v7'
 'Stage IIA Pancreatic Cancer AJCC v6 and v7'
 'Stage IIB Pancreatic Cancer AJCC v6 and v7'
 'Stage III Pancreatic Cancer AJCC v6 and v7'
 'Stage IV Pancreatic Cancer AJCC v6 and v7']","['Capecitabine' 'Fluorouracil' 'Laboratory Biomarker Analysis'
 'Pharmacological Study' 'Stereotactic Body Radiation Therapy'
 'Zoledronic Acid']",['United States'],University of Nebraska,University of Nebraska,Global / Multi-Region,2.0,1.0,0.6
NCT03074513,Atezolizumab and Bevacizumab in Treating Patients With Rare Solid Tumors,"Active, not recruiting",Phase 2,"['Appendix Adenocarcinoma'
 'Human Papillomavirus-Related Anal Squamous Cell Carcinoma'
 'Human Papillomavirus-Related Cervical Squamous Cell Carcinoma'
 'Human Papillomavirus-Related Squamous Cell Carcinoma of the Penis'
 'Human Papillomavirus-Related Vulvar Squamous Cell Carcinoma'
 'Neuroendocrine Carcinoma' 'Pancreatic Neuroendocrine Tumor'
 'Recurrent Merkel Cell Carcinoma' 'Recurrent Nasopharynx Carcinoma'
 'Recurrent Peritoneal Malignant Mesothelioma'
 'Recurrent Pleural Malignant Mesothelioma'
 'Stage III Merkel Cell Carcinoma AJCC v7'
 'Stage III Nasopharyngeal Carcinoma AJCC v7'
 'Stage III Pleural Malignant Mesothelioma AJCC v7'
 'Stage IV Merkel Cell Carcinoma AJCC v7'
 'Stage IV Nasopharyngeal Carcinoma AJCC v7'
 'Stage IV Pleural Malignant Mesothelioma AJCC v7'
 'Stage IVA Nasopharyngeal Carcinoma AJCC v7'
 'Stage IVB Nasopharyngeal Carcinoma AJCC v7'
 'Stage IVC Nasopharyngeal Carcinoma AJCC v7'
 'Vaginal Squamous Cell Carcinoma, Not Otherwise Specified']","['Atezolizumab' 'Bevacizumab' 'Laboratory Biomarker Analysis'
 'Pharmacological Study']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03076281,Metformin Hydrochloride and Doxycycline in Treating Patients With Head and Neck Squamous Cell Carcinoma That Can Be Removed by Surgery,"Active, not recruiting",Phase 2,['Larynx' 'LIP' 'Oral Cavity' 'Pharynx'],['Metformin Hydrochloride' 'Doxycycline' 'Metformin +Doxycycline'],['United States'],Sidney Kimmel Cancer Center at Thomas Jefferson University,Sidney Kimmel Cancer Center at Thomas Jefferson University,Global / Multi-Region,2.0,1.0,0.6
NCT03076554,A Pilot Study to Investigate the Safety and Clinical Activity of Avelumab (MSB0010718C) in Thymoma and Thymic Carcinoma After Progression on Platinum-Based Chemotherapy,"Active, not recruiting",Phase 2,['Thymoma' 'Thymic Carcinoma'],['Avelumab'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT03078010,Choosing the Best Antibiotic to Protect Friendly Gut Bacteria During the Course of Stem Cell Transplant,"Active, not recruiting",Phase 2,['Intestinal Microbiome' 'Febrile Neutropenia'],['Piperacillin-tazobactam' 'cefepime'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03079323,Trial to Investigate the Benefit of Elective Para-Aortic Radiotherapy (PART) for pN1 Prostate Cancer,Recruiting,Phase 2,['Prostate Cancer'],['PART-trial'],['Belgium'],Universitaire Ziekenhuizen KU Leuven,Universitaire Ziekenhuizen KU Leuven,Global / Multi-Region,2.0,1.0,0.6
NCT03079999,Study of Aspirin in Patients With Vestibular Schwannoma,Recruiting,Phase 2,['Vestibular Schwannoma' 'Acoustic Neuroma' 'Neurofibromatosis 2'],['Aspirin' 'Placebo'],['United States'],Massachusetts Eye and Ear Infirmary,Massachusetts Eye and Ear Infirmary,Global / Multi-Region,2.0,1.0,0.6
NCT03080116,Neoadjuvant Degarelix With or Without Apalutamide (ARN-509) Followed by Radical Prostatectomy,"Active, not recruiting",Phase 2,"['Prostate Cancer' 'Neoadjuvant Therapy' 'Androgen Antagonists'
 'Prostatectomy']",['ARN-509' 'Degarelix' 'Placebo'],['Belgium'],Universitaire Ziekenhuizen KU Leuven,Universitaire Ziekenhuizen KU Leuven,Global / Multi-Region,2.0,1.0,0.6
NCT03080974,Immunotherapy and Irreversible Electroporation in the Treatment of Advanced Pancreatic Adenocarcinoma,Recruiting,Phase 2,['Pancreatic Adenocarcinoma'],['Nivolumab' 'Irreversible Electroporation'],['United States'],University of Louisville,University of Louisville,Global / Multi-Region,2.0,1.0,0.6
NCT03082534,Pembrolizumab Combined With Cetuximab for Treatment of Recurrent/Metastatic Head & Neck Squamous Cell Carcinoma,"Active, not recruiting",Phase 2,"['HNSCC' 'Lip SCC' 'Oral Cavity Cancer' 'Oropharynx Cancer'
 'Larynx Cancer' 'Hypopharynx Cancer' 'Nasopharynx Cancer'
 'Sinonasal Carcinoma' 'Cutaneous Squamous Cell Carcinoma'
 'Head and Neck Neoplasms' 'Head and Neck Cancer'
 'Head and Neck Squamous Cell Carcinoma']","['Pembrolizumab, Cetuximab']",['United States'],"University of California, San Diego","University of California, San Diego",Global / Multi-Region,2.0,1.0,0.6
NCT03083431,Oral Propranolol for Prevention of Threshold Retinopathy of Prematurity,Recruiting,Phase 2,['Retinopathy of Prematurity'],['Propranolol' 'Placebo'],['Germany' 'Switzerland' 'Turkey (Türkiye)'],University of Zurich,University of Zurich,Global / Multi-Region,2.0,1.0,0.6
NCT03085719,Targeting PD-1 Therapy Resistance With Focused High or High and Low Dose Radiation in SCCHN,"Active, not recruiting",Phase 2,['Head and Neck Cancer'],['Pembrolizumab' 'Radiation'],['United States'],Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,Global / Multi-Region,2.0,1.0,0.6
NCT03087071,Panitumumab With or Without Trametinib in Treating Patients With Stage IV Colorectal Cancer,"Active, not recruiting",Phase 2,"['EGFR NP_005219.2:p.S492R' 'KRAS Gene Mutation' 'MAP2K1 Gene Mutation'
 'Metastatic Colorectal Adenocarcinoma'
 'Refractory Colorectal Adenocarcinoma'
 'Stage IV Colorectal Cancer AJCC v7'
 'Stage IVA Colorectal Cancer AJCC v7'
 'Stage IVB Colorectal Cancer AJCC v7']",['Laboratory Biomarker Analysis' 'Panitumumab' 'Trametinib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03088059,Biomarker-based Study in R/M SCCHN,"Active, not recruiting",Phase 2,"['Carcinoma, Squamous Cell of Head and Neck']","['Afatinib' 'Palbociclib' 'standard of care' 'IPH2201' 'Durvalumab'
 'Niraparib' 'INCAGN01876']",['Belgium' 'France' 'Italy' 'Spain' 'United Kingdom'],European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,Global / Multi-Region,2.0,1.0,0.6
NCT03089554,Evaluating Genomic Testing in Human Cancer & Outcomes of Targeted Therapies,Recruiting,Phase 2,['Cancer'],['Therapeutic Intervention'],['United States'],Rachel Miller,Rachel Miller,Global / Multi-Region,2.0,1.0,0.6
NCT03092323,A Randomized Trial of Pembrolizumab & Radiotherapy Versus Radiotherapy in High-Risk Soft Tissue Sarcoma of the Extremity,"Active, not recruiting",Phase 2,['Soft Tissue Sarcoma of the Extremity'],['Pembrolizumab'],['Australia' 'Canada' 'Italy' 'United States'],Sarcoma Alliance for Research through Collaboration,Sarcoma Alliance for Research through Collaboration,Global / Multi-Region,2.0,1.0,0.6
NCT03092856,Axitinib With or Without Anti-OX40 Antibody PF-04518600 in Treating Patients With Metastatic Kidney Cancer,"Active, not recruiting",Phase 2,"['Clear Cell Renal Cell Carcinoma' 'Metastatic Renal Cell Cancer'
 'Recurrent Renal Cell Carcinoma' 'Stage IV Renal Cell Cancer']","['Anti-OX40 Antibody PF-04518600' 'Axitinib'
 'Laboratory Biomarker Analysis' 'Placebo']",['United States'],University of Southern California,University of Southern California,Global / Multi-Region,2.0,1.0,0.6
NCT03093922,A Study of Two Dosing Schedules of Atezolizumab in Combination With Gemcitabine and Cisplatin as First-Line Treatment for Metastatic Bladder Cancer,"Active, not recruiting",Phase 2,['Urothelial Carcinoma' 'Locally Advanced' 'Unresectable'],['Atezolizumab' 'Gemcitabine' 'Cisplatin'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03099356,"Cyclophosphamide and Sirolimus for the Treatment of Metastatic, RAI-refractory, Differentiated Thyroid Cancer",Recruiting,Phase 2,['Metastatic Thyroid Cancer'],['Cyclophosphamide' 'Sirolimus'],['United States'],University of Michigan Rogel Cancer Center,University of Michigan Rogel Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03100149,A Study to Evaluate the Efficacy of Prasinezumab (RO7046015/PRX002) in Participants With Early Parkinson's Disease,"Active, not recruiting",Phase 2,"[""Parkinson's Disease""]",['RO7046015' 'RO7046015' 'Placebo'],['Austria' 'France' 'Germany' 'Spain' 'United States'],Hoffmann-La Roche,Hoffmann-La Roche,Global / Multi-Region,2.0,1.0,0.6
NCT03101995,Assessment of Gemcitabine as Chemoradiotherapy in Patients With Locally Advanced Carcinoma of Cervix and Renal Disease,Recruiting,Phase 2,['Cervical Cancer'],['Gemcitabine'],['Mexico'],National Institute of Cancerología,National Institute of Cancerología,Global / Multi-Region,2.0,1.0,0.6
NCT03104439,Nivolumab and Ipilimumab and Radiation Therapy in MSS and MSI High Colorectal and Pancreatic Cancer,"Active, not recruiting",Phase 2,"['Microsatellite Stable Colorectal Cancer' 'Pancreatic Cancer'
 'MSI High Colorectal Cancer']",['Nivolumab' 'Ipilimumab' 'Radiation Therapy'],['United States'],Massachusetts General Hospital,Massachusetts General Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT03104842,"Evaluation iNduction, Consolidation and Maintenance Treatment With Isatuximab , Carfilzomib, LEnalidomide and Dexamethasone","Active, not recruiting",Phase 2,['Multiple Myeloma'],['Isatuximab' 'Carfilzomib' 'Lenalidomide' 'Dexamethasone'],['Germany'],Universitätsklinikum Hamburg-Eppendorf,Universitätsklinikum Hamburg-Eppendorf,Global / Multi-Region,2.0,1.0,0.6
NCT03107871,Randomized Controlled Trial of Valganciclovir for Cytomegalovirus Infected Hearing Impaired Infants,"Active, not recruiting",Phase 2,"['Cmv Congenital' 'CMV' 'Congenital Cmv' 'SNHL'
 'Sensorineural Hearing Loss']",['Valganciclovir' 'Simple Syrup'],['United States'],Albert Park,Albert Park,Global / Multi-Region,2.0,1.0,0.6
NCT03110926,Induction Chemotherapy for Locally Advanced Esophageal Cancer,"Active, not recruiting",Phase 2,['Esophageal Carcinoma'],['mFOLFOX6' 'Chemoradiation'],['United States'],University of Rochester,University of Rochester,Global / Multi-Region,2.0,1.0,0.6
NCT03110978,Stereotactic Body Radiation Therapy With or Without Nivolumab in Treating Patients With Stage I-IIA or Recurrent Non-small Cell Lung Cancer,"Active, not recruiting",Phase 2,"['Lung Atypical Carcinoid Tumor' 'Lung Neuroendocrine Neoplasm'
 'Lung Non-Small Cell Squamous Carcinoma'
 'Minimally Invasive Lung Adenocarcinoma' 'Neuroendocrine Carcinoma'
 'Recurrent Lung Adenocarcinoma' 'Recurrent Lung Large Cell Carcinoma'
 'Recurrent Lung Non-Small Cell Carcinoma' 'Stage I Lung Cancer AJCC v8'
 'Stage IA1 Lung Cancer AJCC v8' 'Stage IA2 Lung Cancer AJCC v8'
 'Stage IA3 Lung Cancer AJCC v8' 'Stage IB Lung Cancer AJCC v8'
 'Stage IIA Lung Cancer AJCC v8']",['Nivolumab' 'Stereotactic Body Radiation Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03113487,"P53MVA and Pembrolizumab in Treating Patients With Recurrent Ovarian, Primary Peritoneal, or Fallopian Tube Cancer","Active, not recruiting",Phase 2,"['Recurrent Platinum-Resistant Fallopian Tube Carcinoma'
 'Recurrent Platinum-Resistant Ovarian Carcinoma'
 'Recurrent Platinum-Resistant Primary Peritoneal Carcinoma']",['Modified Vaccinia Virus Ankara Vaccine Expressing p53' 'Pembrolizumab'],['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT03113500,Brentuximab Vedotin and Combination Chemotherapy in Treating Patients With CD30-Positive Peripheral T-cell Lymphoma,"Active, not recruiting",Phase 2,"['Adult T-Cell Leukemia/Lymphoma'
 'Anaplastic Large Cell Lymphoma, ALK-Negative'
 'Anaplastic Large Cell Lymphoma, ALK-Positive'
 'Angioimmunoblastic T-Cell Lymphoma'
 'Ann Arbor Stage II Noncutaneous Anaplastic Large Cell Lymphoma'
 'Ann Arbor Stage III Noncutaneous Anaplastic Large Cell Lymphoma'
 'Ann Arbor Stage IV Noncutaneous Anaplastic Large Cell Lymphoma'
 'Enteropathy-Associated T-Cell Lymphoma' 'Hepatosplenic T-Cell Lymphoma'
 'Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma'
 'Peripheral T-Cell Lymphoma, Not Otherwise Specified']","['Brentuximab Vedotin' 'Cyclophosphamide' 'Doxorubicin'
 'Doxorubicin Hydrochloride' 'Etoposide' 'Etoposide Phosphate'
 'Laboratory Biomarker Analysis' 'Prednisone']",['Canada' 'United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT03114527,Phase II Trial of Ribociclib and Everolimus in Advanced Dedifferentiated Liposarcoma (DDL) and Leiomyosarcoma (LMS),"Active, not recruiting",Phase 2,['Soft Tissue Sarcoma'],['Ribociclib' 'Everolimus'],['United States'],Fox Chase Cancer Center,Fox Chase Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03118986,RCT of Olanzapine for Control of CIV in Children Receiving Highly Emetogenic Chemotherapy,Recruiting,Phase 2,"['Vomiting in Infants and/or Children' 'Nausea'
 'Hematopoietic System--Cancer' 'Oncology']",['Olanzapine' 'Placebo Oral Tablet'],['Canada' 'India' 'United States'],The Hospital for Sick Children,The Hospital for Sick Children,Global / Multi-Region,2.0,1.0,0.6
NCT03121001,Study of HLA-Haploidentical Stem Cell Transplantation to Treat Clinically Aggressive Sickle Cell Disease,Recruiting,Phase 2,['Sickle Cell Disease'],"['ATG' 'fludarabine' 'cyclophosphamide' 'Total body irradiation'
 'Stem cell infusion' 'Sirolimus' 'mycophenolate mofetil']",['United States'],University of Illinois at Chicago,University of Illinois at Chicago,Global / Multi-Region,2.0,1.0,0.6
NCT03121014,Study of Intensity Modulated Total Marrow Irradiation (IM-TMI) in Addition to Fludarabine/Busulfan Conditioning for Allogeneic Transplantation in High Risk AML and Myelodysplastic Syndromes,"Active, not recruiting",Phase 2,['Acute Myeloid Leukemia' 'Myelodysplastic Syndromes'],"['Fludarabine' 'Busulfan' 'ATG' 'Total Marrow Irradiation'
 'Stem Cell Product Infusion' 'Tacrolimus' 'Methotrexate']",['United States'],University of Illinois at Chicago,University of Illinois at Chicago,Global / Multi-Region,2.0,1.0,0.6
NCT03122522,A Study to Evaluate Adaptive Dosing of Ipilimumab and Nivolumab Combination Immunotherapy,"Active, not recruiting",Phase 2,['Metastatic Melanoma'],['ipilimumab' 'nivolumab'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03125642,Auto Stem Cell Transplant for Lymphoma Patients,Recruiting,Phase 2,['Non-Hodgkin Lymphoma' 'Hodgkin Lymphoma'],"['Etoposide' 'BCNU' 'AraC' 'Melphalan'
 'Peripheral blood stem cell transplantation' 'G-CSF' 'Cyclophosphamide'
 'Total Body Irradiation']",['United States'],"Masonic Cancer Center, University of Minnesota","Masonic Cancer Center, University of Minnesota",Global / Multi-Region,2.0,1.0,0.6
NCT03125928,"Clinical Trial of Atezolizumab With Paclitaxel, Trastuzumab, and Pertuzumab in Patients With Metastatic HER-2 Positive Breast Cancer","Active, not recruiting",Phase 2,['HER2-positive Breast Cancer'],['Atezolizumab' 'Paclitaxel' 'Trastuzumab' 'Pertuzumab'],['United States'],Fox Chase Cancer Center,Fox Chase Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03127774,Surgery and Heated Intraperitoneal Chemotherapy for Adrenocortical Carcinoma,Recruiting,Phase 2,['Adrenocortical Carcinoma' 'Peritoneal Carcinomatosis'],['Cisplatin' 'Sodium thiosulfate' 'Cytoreductive surgery'],['United States'],Columbia University,Columbia University,Global / Multi-Region,2.0,1.0,0.6
NCT03128879,Venetoclax With Ibrutinib or Acalabrutinib in Pts. With High-risk CLL,Recruiting,Phase 2,['Chronic Lymphocytic Leukemia'],['Ibrutinib' 'Venetoclax' 'Acalabrutinib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03136146,"Combination Chemotherapy in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia, Lymphoblastic Lymphoma, Burkitt Lymphoma/Leukemia, or Double-Hit Lymphoma/Leukemia",Recruiting,Phase 2,"['Recurrent Acute Lymphoblastic Leukemia'
 'Recurrent Adult Lymphoblastic Lymphoma' 'Recurrent Burkitt Leukemia'
 'Recurrent Burkitt Lymphoma' 'Recurrent Childhood Lymphoblastic Lymphoma'
 'Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements'
 'Refractory Acute Lymphoblastic Leukemia' 'Refractory Burkitt Leukemia'
 'Refractory Burkitt Lymphoma'
 'Refractory High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements'
 'Refractory Lymphoblastic Lymphoma']","['Bortezomib' 'Clofarabine' 'Cyclophosphamide' 'Dexamethasone' 'Etoposide'
 'Ofatumumab' 'Pegfilgrastim' 'Rituximab' 'Vincristine Sulfate Liposome']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT03137771,Maintenance Chemotherapy With or Without Local Consolidative Therapy in Treating Patients With Stage IV Non-small Cell Lung Cancer,"Active, not recruiting",Phase 2,"['Recurrent Non-Small Cell Lung Carcinoma'
 'Stage IV Non-Small Cell Lung Cancer']","['3-Dimensional Conformal Radiation Therapy (3D-CRT)' 'Docetaxel'
 'Gemcitabine' 'Intensity-Modulated Radiation Therapy (IMRT)'
 'Pemetrexed Disodium' 'Stereotactic Body Radiation Therapy (SBRT)'
 'Erlotinib Hydrochloride' 'Pembrolizumab']",['Canada' 'Israel' 'Saudi Arabia' 'United States'],NRG Oncology,NRG Oncology,Global / Multi-Region,2.0,1.0,0.6
NCT03138720,Pre-operative Treatment for Patients With Untreated Pancreatic Cancer,"Active, not recruiting",Phase 2,"['Resectable Pancreatic Cancer' 'Unresectable Pancreatic Cancer'
 'Pancreatic Adenocarcinoma' 'Neoadjuvant Pancreatic Cancer']",['Paclitaxel Protein Bound (Abraxane)'],['United States'],HonorHealth Research Institute,HonorHealth Research Institute,Global / Multi-Region,2.0,1.0,0.6
NCT03141359,Use of High Dose Radiation Followed by Chemotherapy and Radiation to Treat Locally Advanced NSCLC,"Active, not recruiting",Phase 2,"['Lung Cancer Stage II' 'Lung Cancer Stage III'
 'Non Small Cell Lung Cancer']","['SBRT' 'Carboplatin' 'Paclitaxel' 'cis Platinum' 'Etoposide' 'IMRT'
 'Durvalumab']",['United States'],Wake Forest University Health Sciences,Wake Forest University Health Sciences,Global / Multi-Region,2.0,1.0,0.6
NCT03141671,Randomized Phase II Study of Salvage XRT + ADT +/- Abiraterone and Apalutamide for Rising PSA After RP (FORMULA-509),"Active, not recruiting",Phase 2,['Prostate Cancer'],"['GnRH' 'Bicalutamide' 'Salvage radiation' 'Abiraterone' 'Prednisone'
 'Apalutamide']",['United States'],Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,Global / Multi-Region,2.0,1.0,0.6
NCT03141684,Testing Atezolizumab Alone or Atezolizumab Plus Bevacizumab in People With Advanced Alveolar Soft Part Sarcoma,"Active, not recruiting",Phase 2,"['Metastatic Alveolar Soft Part Sarcoma'
 'Unresectable Alveolar Soft Part Sarcoma']","['Atezolizumab' 'Bevacizumab' 'Biospecimen Collection'
 'Computed Tomography']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
